제품코드,제품명,공정,설비코드,매당_설비분,매당_인시분
A5R196-SL,Ø500 대구경(기타),치수,DIM-01,26.26666666,1.5
A5R206-SM,Ø500 대구경(기타),치수,DIM-01,30.58333334,1.5
A5R207-SM,Ø500 대구경(기타),치수,DIM-01,28.98333333,1.5
A5R210-MM,Ø500 대구경(기타),치수,DIM-01,30,1.5
A5R211-MM,Ø500 대구경(기타),치수,DIM-01,34.38333333,1.5
A5R212-SM,Ø500 대구경(기타),치수,DIM-01,27.21666666,1.5
A5R213-SH,Ø500 대구경(기타),치수,DIM-01,12.13333333,1.5
A5R214-SH,Ø500 대구경(기타),치수,DIM-01,12.99999999,1.5
A5R215-SL,Ø500 대구경(기타),치수,DIM-01,35,1.5
A5R217-SM,Ø500 대구경(기타),치수,DIM-01,35,1.5
A5R218-MM,Ø500 대구경(기타),치수,DIM-01,17.78333333,1.5
B3E015-SM,Bush CEL,치수,DIM-01,14.49166666,1.5
B3E018-SM,Bush CEL,치수,DIM-01,14.49166666,1.5
B3E027-SM,Bush CEL,치수,DIM-01,9.73,1.5
B3E040-SM,Bush CEL,치수,DIM-01,9.73,1.5
B3E056-SM,Bush CEL,치수,DIM-01,9.73,1.5
B3E086-SM,Bush CEL,치수,DIM-01,9.233333323,1.5
B3E0VD-SH,Bush CEL,치수,DIM-01,6.100953079,1.5
B3E147-SH,Bush CEL,치수,DIM-01,6.100953079,1.5
B3E205-SM,Bush CEL,치수,DIM-01,21.86666667,1.5
B3R001-SM,SEMES RING,치수,DIM-01,10.12,1.5
B3R025-SM,SEMES RING,치수,DIM-01,10.12,1.5
B3R041-SM,SEMES RING,치수,DIM-01,10.12,1.5
B3R061-SM,SEMES RING,치수,DIM-01,10.12,1.5
B3R076-SM,SEMES RING,치수,DIM-01,10.12,1.5
B3R113-SM,SEMES RING,치수,DIM-01,9.466666669,1.5
B3R157-SM,SEMES RING,치수,DIM-01,10.46666666,1.5
B3R181-SM,SEMES RING,치수,DIM-01,10.46666666,1.5
B5R008-MM,TEL Ø500 대구경,치수,DIM-01,15.72777778,1.5
B5R020-SM,TEL Ø500 대구경,치수,DIM-01,17.63333333,1.5
B5R025-SM,TEL Ø500 대구경,치수,DIM-01,11.98333334,1.5
B5R026-SM,TEL Ø500 대구경,치수,DIM-01,14.10000001,1.5
C0Z004-SL,Other,치수,DIM-01,3.150000003,1.5
C2R008-SL,일반 Ring,치수,DIM-01,4,1.5
C2R01T-SL,일반 Ring,치수,DIM-01,2.646527777,1.5
C2R01V-SL,일반 Ring,치수,DIM-01,4,1.5
C2R01W-SM,일반 Ring,치수,DIM-01,1.952051282,1.5
C2R01X-SM,일반 Ring,치수,DIM-01,3.2,1.5
C2R01Y-SL,일반 Ring,치수,DIM-01,2,1.5
C2R02C-SL,일반 Ring,치수,DIM-01,3,1.5
C2W001-SM,Wafer,치수,DIM-01,5.483333347,1.5
C3E01S-SH,LAM CEL,치수,DIM-01,3.962499996,1.5
C3R00A-ML,일반 Ring,치수,DIM-01,3.216666675,1.5
C3R021-SL,일반 Ring,치수,DIM-01,3.833333339,1.5
C3R021-SL,일반 Ring,치수,DIM-01,3.833333328,1.5
C3R026-SL,일반 Ring,치수,DIM-01,2.366666665,1.5
C3R027-SL,일반 Ring,치수,DIM-01,2.433333336,1.5
C3R034-SL,일반 Ring,치수,DIM-01,3.4,1.5
C3R037-CM,일반 Ring,치수,DIM-01,6,1.5
C3R045-CM,일반 Ring,치수,DIM-01,6,1.5
C3R047-CM,일반 Ring,치수,DIM-01,5,1.5
C3R048-CM,일반 Ring,치수,DIM-01,6,1.5
C3R059-SL,일반 Ring,치수,DIM-01,3.233333324,1.5
C3R072-CM,일반 Ring,치수,DIM-01,3.683333325,1.5
C3R09T-SL,일반 Ring,치수,DIM-01,3.516666661,1.5
C3R09U-SL,일반 Ring,치수,DIM-01,2.22,1.5
C3R0AA-MM,일반 Ring,치수,DIM-01,2.6,1.5
C3R0AB-SL,일반 Ring,치수,DIM-01,4.05821018,1.5
C3R0AH-SL,일반 Ring,치수,DIM-01,2.506868687,1.5
C3R0AJ-SL,일반 Ring,치수,DIM-01,2.22,1.5
C3R0AR-SL,일반 Ring,치수,DIM-01,2.4,1.5
C3R0AS-ML,일반 Ring,치수,DIM-01,3,1.5
C3R0BC-SL,일반 Ring,치수,DIM-01,2.400000006,1.5
C3R0BE-SL,일반 Ring,치수,DIM-01,1.629513889,1.5
C3R0BL-SL,일반 Ring,치수,DIM-01,4,1.5
C3W0RH-SH,WAFER,치수,DIM-01,12.85,1.5
C4E0UX-SH,LAM CEL,치수,DIM-01,8.633333329,1.5
C4Z003-SL,Other,치수,DIM-01,4.600000007,1.5
C4Z004-SL,Other,치수,DIM-01,10.16666665,1.5
C4Z005-SL,Other,치수,DIM-01,4.249999998,1.5
C4Z008-CH,Other,치수,DIM-01,8,1.5
C4Z009-SL,Other,치수,DIM-01,10.06666667,1.5
C4Z010-SL,Other,치수,DIM-01,4.266666658,1.5
C4Z011-SL,Other,치수,DIM-01,5.949999997,1.5
C4Z015-SL,Other,치수,DIM-01,3.050000001,1.5
C4Z016-SL,Other,치수,DIM-01,12.29999999,1.5
C4Z017-SL,Other,치수,DIM-01,4.783333341,1.5
C4Z018-SL,Other,치수,DIM-01,6.699999995,1.5
D3E00B-SH,LAM CEL,치수,DIM-01,5.37,1.5
D3E00Y-SH,LAM CEL,치수,DIM-01,5.37,1.5
D3E02B-SH,Bush CEL,치수,DIM-01,5.55,1.5
D3E0AQ-SH,LAM CEL,치수,DIM-01,5.912222222,1.5
D3R00H-SL,일반 Ring,치수,DIM-01,7,1.5
D3R00J-SL,일반 Ring,치수,DIM-01,8,1.5
D3Y00A-SH,Bush CEL,치수,DIM-01,3,1.5
D3Y0QA-SH,Bush CEL,치수,DIM-01,5,1.5
E3E003-SL,LAM CEL,치수,DIM-01,3.985416667,1.5
E3E004-SL,LAM CEL,치수,DIM-01,3.985416667,1.5
E3E005-SL,LAM CEL,치수,DIM-01,8.53095238,1.5
E3E006-SL,LAM CEL,치수,DIM-01,8.53095238,1.5
E3E007-SL,LAM CEL,치수,DIM-01,3.985416667,1.5
E3E008-SL,LAM CEL,치수,DIM-01,8.53095238,1.5
E3E009-SL,LAM CEL,치수,DIM-01,8.53095238,1.5
E3E00B-SL,LAM CEL,치수,DIM-01,4.255555558,1.5
E3E010-SL,LAM CEL,치수,DIM-01,10.22,1.5
E3E011-SL,LAM CEL,치수,DIM-01,8.53095238,1.5
E3E022-SL,LAM CEL,치수,DIM-01,17.98333333,1.5
E3R005-SL,AMAT/LAM RING,치수,DIM-01,3.600000003,1.5
E3R016-SL,AMAT/LAM RING,치수,DIM-01,6.83,1.5
E3R019-SL,AMAT/LAM RING,치수,DIM-01,6.83,1.5
E3R020-SL,AMAT/LAM RING,치수,DIM-01,5.13,1.5
E3R029-SL,AMAT/LAM RING,치수,DIM-01,7.31,1.5
E3R031-SL,AMAT/LAM RING,치수,DIM-01,6.83,1.5
E3R033-SL,AMAT/LAM RING,치수,DIM-01,6.83,1.5
E3R037-CM,AMAT/LAM RING,치수,DIM-01,7.4,1.5
E3R038-CL,AMAT/LAM RING,치수,DIM-01,20.7,1.5
E3R047-CM,AMAT/LAM RING,치수,DIM-01,11.36666667,1.5
E3R048-CM,AMAT/LAM RING,치수,DIM-01,11.55,1.5
E3R049-CM,AMAT/LAM RING,치수,DIM-01,12.53333334,1.5
E3R052-CM,AMAT/LAM RING,치수,DIM-01,12.53333334,1.5
E3R057-AM,AMAT/LAM RING,치수,DIM-01,12.53333334,1.5
E3R058-CM,AMAT/LAM RING,치수,DIM-01,12.53333334,1.5
E3R061-CM,AMAT/LAM RING,치수,DIM-01,12.98333334,1.5
E3R064-CM,AMAT/LAM RING,치수,DIM-01,14.3,1.5
E3R065-CM,AMAT/LAM RING,치수,DIM-01,13.65000001,1.5
E3R066-CM,AMAT/LAM RING,치수,DIM-01,18.63333332,1.5
E3R067-CM,AMAT/LAM RING,치수,DIM-01,22.76666667,1.5
E3R068-CM,AMAT/LAM RING,치수,DIM-01,22.81666667,1.5
E3R076-CM,AMAT/LAM RING,치수,DIM-01,24.21666667,1.5
E4R002-CM,AMAT/LAM RING,치수,DIM-01,5.466666677,1.5
Z0D001-CN,Other,치수,DIM-01,1.349999991,1.5
Z1D001-CN,Other,치수,DIM-01,3.266666665,1.5
Z2R00A-SM,Other,치수,DIM-01,1,1.5
Z3D021-CN,Other,치수,DIM-01,8.766666662,1.5
Z3E00F-SH,LAM CEL,치수,DIM-01,7.85,1.5
Z3W003-SM,Wafer,치수,DIM-01,1.88,1.5
Z4D002-SL,일반 Ring,치수,DIM-01,1,1.5
Z4D007-SL,일반 Ring,치수,DIM-01,1,1.5
Z4T003-SN,일반 Ring,치수,DIM-01,18.38333332,1.5
A0Z015-CM,Other,치수,HCAH_01,1.3,4
A0Z016-CM,Other,치수,HCAH_01,1.266666669,4
A0Z017-CM,Other,치수,HCAH_01,1.266666669,4
A0Z018-CL,Other,치수,HCAH_01,1.31666666,4
A0Z019-CL,Other,치수,HCAH_01,1.266666669,4
A0Z029-CL,Other,치수,HCAH_01,1.599999997,4
A0Z030-CM,Other,치수,HCAH_01,1.433333333,4
A2R01H-SM,일반 Ring,치수,HCAH_01,3.280476192,4
A2R01O-SM,일반 Ring,치수,HCAH_01,3.280476192,4
A2R01P-SM,일반 Ring,치수,HCAH_01,4.149019607,4
A2R01Q-SM,일반 Ring,치수,HCAH_01,4.149019607,4
A2R01R-SM,일반 Ring,치수,HCAH_01,4.149019607,4
A2R0OU-SM,일반 Ring,치수,HCAH_01,6.343506494,4
A2W0VT-SM,Wafer,치수,HCAH_01,9.183333332,4
A3E00D-SM,TEL CEL,치수,HCAH_01,3.902564102,4
A3E00S-SH,TEL CEL,치수,HCAH_01,4.05,4
A3E00T-SM,TEL CEL,치수,HCAH_01,3.67,4
A3E00T-SM,TEL CEL,치수,HCAH_01,3.673606557,4
A3E00Z-SM,TEL CEL,치수,HCAH_01,3.616666663,4
A3E015-SM,TEL CEL,치수,HCAH_01,3.916666681,4
A3E039-SM,TEL CEL,치수,HCAH_01,3.916666681,4
A3E040-SM,TEL CEL,치수,HCAH_01,3.816666658,4
A3E042-SH,TEL CEL,치수,HCAH_01,3.633333334,4
A3E054-SL,TEL CEL,치수,HCAH_01,11.75000001,4
A3E084-SL,TEL CEL,치수,HCAH_01,23.40000001,4
A3E09F-SM,TEL CEL,치수,HCAH_01,3.647653333,4
A3E09G-SM,TEL CEL,치수,HCAH_01,3.65,4
A3E09H-SM,TEL CEL,치수,HCAH_01,3.68902439,4
A3E0PG-SM,TEL CEL,치수,HCAH_01,4.75,4
A3E0PJ-SM,TEL CEL,치수,HCAH_01,3.756205128,4
A3R001-CM,일반 Ring,치수,HCAH_01,4.400000002,4
A3R00K-SM,일반 Ring,치수,HCAH_01,3.869696969,4
A3R015-SM,일반 Ring,치수,HCAH_01,3.662500002,4
A3R01A-SM,일반 Ring,치수,HCAH_01,4.211970899,4
A3R01T-SM,일반 Ring,치수,HCAH_01,4.225000008,4
A3R02A-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R02C-SM,일반 Ring,치수,HCAH_01,6.491666665,4
A3R03H-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R03V-SM,일반 Ring,치수,HCAH_01,5,4
A3R04L-SM,일반 Ring,치수,HCAH_01,3.47247191,4
A3R04T-SM,일반 Ring,치수,HCAH_01,6.491666665,4
A3R056-SM,일반 Ring,치수,HCAH_01,6.49999999,4
A3R064-SM,일반 Ring,치수,HCAH_01,3.824999998,4
A3R06P-SM,일반 Ring,치수,HCAH_01,5.264102563,4
A3R07I-SM,일반 Ring,치수,HCAH_01,6,4
A3R086-CM,일반 Ring,치수,HCAH_01,4.400000002,4
A3R08G-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R09G-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R0AL-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R0AP-SM,일반 Ring,치수,HCAH_01,5,4
A3R0BA-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R0BE-CM,일반 Ring,치수,HCAH_01,4.400000002,4
A3R0CA-CM,일반 Ring,치수,HCAH_01,4.400000002,4
A3R0DT-SM,일반 Ring,치수,HCAH_01,6,4
A3R0EE-SM,일반 Ring,치수,HCAH_01,2.966666658,4
A3R0FM-SM,일반 Ring,치수,HCAH_01,6.491666665,4
A3R0FV-SM,일반 Ring,치수,HCAH_01,5.100000008,4
A3R0NM-SM,일반 Ring,치수,HCAH_01,7.055555549,4
A3R0NR-SM,일반 Ring,치수,HCAH_01,6.544444445,4
A3R0PA-SM,일반 Ring,치수,HCAH_01,5.61666667,4
A3R0PE-SM,일반 Ring,치수,HCAH_01,5.61666667,4
A3R0PF-SM,일반 Ring,치수,HCAH_01,5.558333331,4
A3R0QK-SM,일반 Ring,치수,HCAH_01,4.299999999,4
A3R0QY-SM,일반 Ring,치수,HCAH_01,5.2,4
A3R0SS-SM,일반 Ring,치수,HCAH_01,6.544444445,4
A3R0VM-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R0VT-SM,일반 Ring,치수,HCAH_01,6.544444445,4
A3R0WP-SM,일반 Ring,치수,HCAH_01,4.429594273,4
A3R0WT-SM,일반 Ring,치수,HCAH_01,5.547720797,4
A3R0XL-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R0XT-SM,일반 Ring,치수,HCAH_01,5.223333337,4
A3R0YX-SM,일반 Ring,치수,HCAH_01,6.489583332,4
A3R0Z2-SM,일반 Ring,치수,HCAH_01,3.653861789,4
A3R0ZD-SM,일반 Ring,치수,HCAH_01,6.544444445,4
A3R0ZN-SM,일반 Ring,치수,HCAH_01,4.225000008,4
A3R160-SM,일반 Ring,치수,HCAH_01,6.489583332,4
A3R197-SM,일반 Ring,치수,HCAH_01,4.225000008,4
A3R199-SM,일반 Ring,치수,HCAH_01,6.428682172,4
A3R201-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R223-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R232-SM,일반 Ring,치수,HCAH_01,6.866666669,4
A3R257-SM,일반 Ring,치수,HCAH_01,6.7,4
A3R258-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R364-AM,일반 Ring,치수,HCAH_01,11.3,4
A3R367-AM,일반 Ring,치수,HCAH_01,8.866666665,4
A3R367-CM,일반 Ring,치수,HCAH_01,8.033333346,4
A3R367-SM,일반 Ring,치수,HCAH_01,5.38,4
A3R392-AM,일반 Ring,치수,HCAH_01,8.033333346,4
A3R392-CM,일반 Ring,치수,HCAH_01,5.38,4
A3R434-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R460-SM,일반 Ring,치수,HCAH_01,6.93333333,4
A3R468-SL,일반 Ring,치수,HCAH_01,9.15833333,4
A3R469-SL,일반 Ring,치수,HCAH_01,7.27,4
A3R485-CM,일반 Ring,치수,HCAH_01,2.55,4
A3R494-SL,일반 Ring,치수,HCAH_01,9.15833333,4
A3R495-SL,일반 Ring,치수,HCAH_01,9.15833333,4
A3R511-SL,일반 Ring,치수,HCAH_01,7.283333328,4
A3R539-CM,일반 Ring,치수,HCAH_01,7.316666669,4
A3R541-SM,일반 Ring,치수,HCAH_01,6.59074074,4
A3R546-CM,일반 Ring,치수,HCAH_01,2.55,4
A3R550-CM,일반 Ring,치수,HCAH_01,7.050000003,4
A3R551-SM,일반 Ring,치수,HCAH_01,6.216666667,4
A3R554-CM,일반 Ring,치수,HCAH_01,7.433333321,4
A3R562-SM,일반 Ring,치수,HCAH_01,3.900000011,4
A3R630-SM,일반 Ring,치수,HCAH_01,6.766666666,4
A3R636-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R637-SM,일반 Ring,치수,HCAH_01,13.13,4
A3R643-SM,일반 Ring,치수,HCAH_01,3.950000001,4
A3R680-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R698-SM,일반 Ring,치수,HCAH_01,6.399999998,4
A3R711-SM,일반 Ring,치수,HCAH_01,9.95,4
A3R717-SM,일반 Ring,치수,HCAH_01,2.333333323,4
A3R732-CM,일반 Ring,치수,HCAH_01,15.03157895,4
A3R744-SM,일반 Ring,치수,HCAH_01,6.766666666,4
A3R780-SM,일반 Ring,치수,HCAH_01,6.633333333,4
A3R785-SM,일반 Ring,치수,HCAH_01,6.766666666,4
A3R796-CM,일반 Ring,치수,HCAH_01,8.550000008,4
A3R799-CM,일반 Ring,치수,HCAH_01,10.16666666,4
A3R810-SM,일반 Ring,치수,HCAH_01,5.699999991,4
A3R836-SL,일반 Ring,치수,HCAH_01,8.783333333,4
A3R850-SM,일반 Ring,치수,HCAH_01,6.833333338,4
A3R859-SL,일반 Ring,치수,HCAH_01,8.766666673,4
A3R882-SL,일반 Ring,치수,HCAH_01,8.500000007,4
A3R900-CL,일반 Ring,치수,HCAH_01,6.783333316,4
A3R901-SL,일반 Ring,치수,HCAH_01,7.583333325,4
A3R918-SM,일반 Ring,치수,HCAH_01,4.800000011,4
A3R923-CL,일반 Ring,치수,HCAH_01,10.41666666,4
A3R944-CM,일반 Ring,치수,HCAH_01,3.666666665,4
A3R946-SL,일반 Ring,치수,HCAH_01,6.766666677,4
A3RA06-SL,일반 Ring,치수,HCAH_01,6.766666666,4
A3RA55-CL,일반 Ring,치수,HCAH_01,6.833333338,4
A3RA56-CL,일반 Ring,치수,HCAH_01,6.849999998,4
A3RA57-CL,일반 Ring,치수,HCAH_01,6.799999997,4
A3RB07-SM,일반 Ring,치수,HCAH_01,6.766666666,4
A3RB33-SM,일반 Ring,치수,HCAH_01,6.950000001,4
A3RB42-CM,일반 Ring,치수,HCAH_01,19.73333332,4
A3RB43-CM,일반 Ring,치수,HCAH_01,4.533333335,4
A3RB48-SM,일반 Ring,치수,HCAH_01,6.749999996,4
A3RB48-SM,일반 Ring,치수,HCAH_01,6.749999996,4
A3RB49-CL,일반 Ring,치수,HCAH_01,7.516666664,4
A3RB62-SL,일반 Ring,치수,HCAH_01,6.766666666,4
A3RB67-SM,일반 Ring,치수,HCAH_01,6.766666666,4
A3RB83-SH,일반 Ring,치수,HCAH_01,2.483333338,4
A3RB87-CM,일반 Ring,치수,HCAH_01,11.45,4
A3RB88-CM,일반 Ring,치수,HCAH_01,7.883333332,4
A3RC19-CM,일반 Ring,치수,HCAH_01,8.183333339,4
A3RC20-CM,일반 Ring,치수,HCAH_01,8.000000005,4
A3RC21-CM,일반 Ring,치수,HCAH_01,8.000000005,4
A3RC22-CM,일반 Ring,치수,HCAH_01,8.000000005,4
A3RC23-CM,일반 Ring,치수,HCAH_01,7.833333331,4
A3RC24-CM,일반 Ring,치수,HCAH_01,10.25,4
A3RC25-CM,일반 Ring,치수,HCAH_01,6.416666668,4
A3RC38-CM,일반 Ring,치수,HCAH_01,12.00000001,4
A3RC39-CM,일반 Ring,치수,HCAH_01,6.833333338,4
A3RC40-CM,일반 Ring,치수,HCAH_01,6.966666671,4
A3RC41-CM,일반 Ring,치수,HCAH_01,6.966666671,4
A3RC42-CM,일반 Ring,치수,HCAH_01,6.90000001,4
A3RC43-CM,일반 Ring,치수,HCAH_01,6.966666671,4
A3RC44-CM,일반 Ring,치수,HCAH_01,6.966666671,4
A3RC45-CM,일반 Ring,치수,HCAH_01,6.966666671,4
A3RC46-CM,일반 Ring,치수,HCAH_01,12.81666667,4
A3RC48-CL,일반 Ring,치수,HCAH_01,10.38333333,4
A3RC49-CL,일반 Ring,치수,HCAH_01,10.08333333,4
A3RC58-CM,일반 Ring,치수,HCAH_01,6.93333333,4
A3RC59-CM,일반 Ring,치수,HCAH_01,7.399999991,4
A3RC60-CM,일반 Ring,치수,HCAH_01,6.933333341,4
A3RC61-CM,일반 Ring,치수,HCAH_01,6.783333326,4
A3RC91-CM,일반 Ring,치수,HCAH_01,11.53333335,4
A3RC92-CM,일반 Ring,치수,HCAH_01,6.266666665,4
A3RC93-CM,일반 Ring,치수,HCAH_01,7.600000006,4
A3RC94-CM,일반 Ring,치수,HCAH_01,6.716666665,4
A3RC95-CM,일반 Ring,치수,HCAH_01,11.55,4
A3RC96-CM,일반 Ring,치수,HCAH_01,7.483333343,4
A3RC97-CM,일반 Ring,치수,HCAH_01,8.233333341,4
A3RC98-CM,일반 Ring,치수,HCAH_01,11.13333333,4
A3RC99-CM,일반 Ring,치수,HCAH_01,7.349999989,4
A3RD01-CM,일반 Ring,치수,HCAH_01,11.53333334,4
A3RD02-CM,일반 Ring,치수,HCAH_01,7.316666669,4
A3RD03-CM,일반 Ring,치수,HCAH_01,7.466666673,4
A3RD04-CM,일반 Ring,치수,HCAH_01,11.95,4
A3RD05-CM,일반 Ring,치수,HCAH_01,6.299999995,4
A3RD06-CM,일반 Ring,치수,HCAH_01,7.35,4
A3RD07-CM,일반 Ring,치수,HCAH_01,6.48333334,4
A3RD08-CM,일반 Ring,치수,HCAH_01,6.250000005,4
A3RD09-CM,일반 Ring,치수,HCAH_01,7.016666672,4
A3RD10-CM,일반 Ring,치수,HCAH_01,7.016666672,4
A3RD11-CM,일반 Ring,치수,HCAH_01,7.400000001,4
A3RD12-CM,일반 Ring,치수,HCAH_01,7.650000018,4
A3RD13-CM,일반 Ring,치수,HCAH_01,7.150000005,4
A3RD14-CM,일반 Ring,치수,HCAH_01,7.316666669,4
A3RD15-CM,일반 Ring,치수,HCAH_01,7.78333333,4
A3RD16-CM,일반 Ring,치수,HCAH_01,11.7,4
A3RD17-CM,일반 Ring,치수,HCAH_01,11.53333334,4
A3RD18-CM,일반 Ring,치수,HCAH_01,11.53333334,4
A3RD19-CM,일반 Ring,치수,HCAH_01,6.93333333,4
A3RD20-CM,일반 Ring,치수,HCAH_01,7.083333334,4
A3RD21-CM,일반 Ring,치수,HCAH_01,6.733333336,4
A3RD22-CM,일반 Ring,치수,HCAH_01,6.733333336,4
A3RD23-CM,일반 Ring,치수,HCAH_01,6.733333336,4
A3RD24-CL,일반 Ring,치수,HCAH_01,8.416666664,4
A3RD25-CL,일반 Ring,치수,HCAH_01,7.449999992,4
A3RD26-CL,일반 Ring,치수,HCAH_01,7.733333339,4
A3RD27-CL,일반 Ring,치수,HCAH_01,8.999999987,4
A3RD28-CL,일반 Ring,치수,HCAH_01,10.39999999,4
A3RD29-CL,일반 Ring,치수,HCAH_01,10.41666667,4
A3RD30-CL,일반 Ring,치수,HCAH_01,10.4,4
A3RD60-CL,일반 Ring,치수,HCAH_01,10.4,4
A3RD61-CL,일반 Ring,치수,HCAH_01,10.4,4
A3RD62-CL,일반 Ring,치수,HCAH_01,10.4,4
A3RD63-CM,일반 Ring,치수,HCAH_01,10.28333333,4
A3RD64-CM,일반 Ring,치수,HCAH_01,12.16666666,4
A3RD66-CL,일반 Ring,치수,HCAH_01,10.56666666,4
A3RD67-CL,일반 Ring,치수,HCAH_01,11.58333334,4
A3RE05-SM,일반 Ring,치수,HCAH_01,12.71666665,4
A3RE11-CM,일반 Ring,치수,HCAH_01,6.650000004,4
A3RE13-CM,일반 Ring,치수,HCAH_01,6.833333338,4
A3RE14-CM,일반 Ring,치수,HCAH_01,6.649999993,4
A3RE27-CL,일반 Ring,치수,HCAH_01,10.38333334,4
A3RE35-CL,일반 Ring,치수,HCAH_01,12.51666666,4
A3RE39-SL,일반 Ring,치수,HCAH_01,6.766666666,4
A3RE47-SL,일반 Ring,치수,HCAH_01,10.1,4
A3RE95-SM,일반 Ring,치수,HCAH_01,8.833333345,4
A3RE98-CM,일반 Ring,치수,HCAH_01,6.899999999,4
A3RF06-CL,일반 Ring,치수,HCAH_01,10.36666667,4
A3RF13-SM,일반 Ring,치수,HCAH_01,6.533333331,4
A3RF19-CL,일반 Ring,치수,HCAH_01,1.933333335,4
A3RF46-CM,일반 Ring,치수,HCAH_01,8.583333328,4
A3RF46-CM,일반 Ring,치수,HCAH_01,8.466666666,4
A3RF48-SM,일반 Ring,치수,HCAH_01,8.766666662,4
A3RF52-CM,일반 Ring,치수,HCAH_01,6.899999999,4
A3RF52-CM,일반 Ring,치수,HCAH_01,6.899999999,4
A3RF56-CL,일반 Ring,치수,HCAH_01,9.383333337,4
A3RF59-SM,일반 Ring,치수,HCAH_01,6.46666667,4
A3RF67-CL,일반 Ring,치수,HCAH_01,9.08333334,4
A3RF81-CL,일반 Ring,치수,HCAH_01,9.383333337,4
A3RF82-CL,일반 Ring,치수,HCAH_01,8.883333335,4
A3RF83-CL,일반 Ring,치수,HCAH_01,9.166666672,4
A3RF84-CL,일반 Ring,치수,HCAH_01,6.883333329,4
A3RF84-CL,일반 Ring,치수,HCAH_01,6.766666666,4
A3RF85-CL,일반 Ring,치수,HCAH_01,10.13333332,4
A3RF86-CM,일반 Ring,치수,HCAH_01,11.33333333,4
A3RF87-CM,일반 Ring,치수,HCAH_01,11.21666667,4
A3RF88-CM,일반 Ring,치수,HCAH_01,11.6,4
A3RF89-CM,일반 Ring,치수,HCAH_01,22.8,4
A3RF90-CM,일반 Ring,치수,HCAH_01,13.19999999,4
A3RF91-CM,일반 Ring,치수,HCAH_01,24.19999999,4
A3RF92-CM,일반 Ring,치수,HCAH_01,6.666666674,4
A3RF94-CM,일반 Ring,치수,HCAH_01,21.15,4
A3RF98-CM,일반 Ring,치수,HCAH_01,7.78333334,4
A3RF99-CM,일반 Ring,치수,HCAH_01,8.699999991,4
A3RG01-CL,일반 Ring,치수,HCAH_01,9.383333337,4
A3RG02-CL,일반 Ring,치수,HCAH_01,9.400000008,4
A3RG03-CL,일반 Ring,치수,HCAH_01,9.433333338,4
A3RG04-CL,일반 Ring,치수,HCAH_01,7.8,4
A3RG05-CL,일반 Ring,치수,HCAH_01,7.749999999,4
A3RG11-CM,일반 Ring,치수,HCAH_01,14.61666668,4
A3RG12-CL,일반 Ring,치수,HCAH_01,9.416666668,4
A3RG14-CM,일반 Ring,치수,HCAH_01,6.816666678,4
A3RG21-CL,일반 Ring,치수,HCAH_01,9.416666668,4
A3RG22-CL,일반 Ring,치수,HCAH_01,9.399999997,4
A3RG23-CL,일반 Ring,치수,HCAH_01,9.283333324,4
A3RG24-CL,일반 Ring,치수,HCAH_01,7.599999995,4
A3RG25-CL,일반 Ring,치수,HCAH_01,9.433333338,4
A3RG26-CL,일반 Ring,치수,HCAH_01,9.300000005,4
A3RG27-CL,일반 Ring,치수,HCAH_01,7.599999995,4
A3RG28-CL,일반 Ring,치수,HCAH_01,7.599999995,4
A3RG29-CL,일반 Ring,치수,HCAH_01,9.416666657,4
A3RG30-CL,일반 Ring,치수,HCAH_01,12.5,4
A3RG31-CL,일반 Ring,치수,HCAH_01,12.76666666,4
A3RG32-CL,일반 Ring,치수,HCAH_01,12.51666667,4
A3RG33-CL,일반 Ring,치수,HCAH_01,10.36666667,4
A3RG34-CL,일반 Ring,치수,HCAH_01,10.36666668,4
A3RG35-CL,일반 Ring,치수,HCAH_01,10.05,4
A3RG48-CL,일반 Ring,치수,HCAH_01,6.783333337,4
A3RG49-CL,일반 Ring,치수,HCAH_01,10.18333334,4
A3RG50-CL,일반 Ring,치수,HCAH_01,10.20000001,4
A3RG51-CL,일반 Ring,치수,HCAH_01,10.2,4
A3RG52-CL,일반 Ring,치수,HCAH_01,10.13333332,4
A3RG53-CL,일반 Ring,치수,HCAH_01,10.21666667,4
A3RG54-CL,일반 Ring,치수,HCAH_01,10.71666666,4
A3RG55-CM,일반 Ring,치수,HCAH_01,8.366666653,4
A3RG56-CM,일반 Ring,치수,HCAH_01,8.683333331,4
A3RG57-CM,일반 Ring,치수,HCAH_01,8.283333342,4
A3RG58-CL,일반 Ring,치수,HCAH_01,9.866666668,4
A3RG59-CL,일반 Ring,치수,HCAH_01,10.13333333,4
